# Simulated time = 10951.235 sec
# [Center energy]  [Energy bin width]       [Rate]        [Rate error]
#     (keV)              (keV)         (counts/sec/keV)  (counts/sec/keV)
27.66 0.04 0.0 0.0
27.7 0.04 0.00228284765035 0.00228284754035
27.74 0.04 0.00228284765035 0.00228284754035
27.78 0.04 0.0 0.0
27.82 0.04 0.00684854248539 0.00395400792583
27.86 0.04 0.00228284765035 0.00228284754035
27.9 0.04 0.00228284765035 0.00228284754035
27.94 0.04 0.0091313906014 0.00456569508071
27.98 0.04 0.0045656953007 0.0032284339524
28.02 0.04 0.00228284765035 0.00228284754035
28.06 0.04 0.0 0.0
28.1 0.04 0.0045656953007 0.0032284339524
28.14 0.04 0.0 0.0
28.18 0.04 0.0045656953007 0.0032284339524
28.22 0.04 0.00228284765035 0.00228284754035
28.26 0.04 0.00228284765035 0.00228284754035
28.3 0.04 0.00228284765035 0.00228284754035
28.34 0.04 0.00228284765035 0.00228284754035
28.38 0.04 0.00228284765035 0.00228284754035
28.42 0.04 0.134688004851 0.0175348846776
28.46 0.04 0.296770185232 0.0260284666476
28.5 0.04 0.0 0.0
28.54 0.04 0.00228284765035 0.00228284754035
28.58 0.04 0.00228284765035 0.00228284754035
28.62 0.04 0.00228284765035 0.00228284754035
28.66 0.04 0.0045656953007 0.0032284339524
28.7 0.04 0.00684854248539 0.00395400792583
28.74 0.04 0.00228284765035 0.00228284754035
28.78 0.04 0.0 0.0
28.82 0.04 0.0 0.0
28.86 0.04 0.00228284765035 0.00228284754035
28.9 0.04 0.0 0.0
28.94 0.04 0.0045656953007 0.0032284339524
28.98 0.04 0.0091313906014 0.00456569508071
29.02 0.04 0.0045656953007 0.0032284339524
29.06 0.04 0.00684854248539 0.00395400792583
29.1 0.04 0.079899661243 0.0135055081814
29.14 0.04 0.0045656953007 0.0032284339524
29.18 0.04 0.0045656953007 0.0032284339524
29.22 0.04 0.00228284765035 0.00228284754035
29.26 0.04 0.0 0.0
29.3 0.04 0.00684854248539 0.00395400792583
29.34 0.04 0.00228284765035 0.00228284754035
29.38 0.04 0.0 0.0
29.42 0.04 0.00684854248539 0.00395400792583
29.46 0.04 0.0 0.0
29.5 0.04 0.0 0.0
29.54 0.04 0.00228284765035 0.00228284754035
29.58 0.04 0.0045656953007 0.0032284339524
29.62 0.04 0.0045656953007 0.0032284339524
29.66 0.04 0.0045656953007 0.0032284339524
29.7 0.04 0.00228284765035 0.00228284754035
29.74 0.04 0.0045656953007 0.0032284339524
29.78 0.04 0.00228284765035 0.00228284754035
29.82 0.04 0.00228284765035 0.00228284754035
29.86 0.04 0.00228284765035 0.00228284754035
29.9 0.04 0.00684854248539 0.00395400792583
29.94 0.04 0.0045656953007 0.0032284339524
29.98 0.04 0.00228284765035 0.00228284754035
30.02 0.04 0.0 0.0
30.06 0.04 0.00228284765035 0.00228284754035
30.1 0.04 0.0045656953007 0.0032284339524
30.14 0.04 0.0045656953007 0.0032284339524
30.18 0.04 0.0045656953007 0.0032284339524
30.22 0.04 0.00684854248539 0.00395400792583
30.26 0.04 0.0045656953007 0.0032284339524
30.3 0.04 0.00228284765035 0.00228284754035
30.34 0.04 0.00684854248539 0.00395400792583
30.38 0.04 0.0045656953007 0.0032284339524
30.42 0.04 0.0045656953007 0.0032284339524
30.46 0.04 0.00684854248539 0.00395400792583
30.5 0.04 0.0091313906014 0.00456569508071
30.54 0.04 0.0 0.0
30.58 0.04 0.00684854248539 0.00395400792583
30.62 0.04 0.00228284765035 0.00228284754035
30.66 0.04 0.0045656953007 0.0032284339524
30.7 0.04 0.0045656953007 0.0032284339524
30.74 0.04 0.00684854248539 0.00395400792583
30.78 0.04 0.00684854248539 0.00395400792583
30.82 0.04 0.00684854248539 0.00395400792583
30.86 0.04 0.00684854248539 0.00395400792583
30.9 0.04 0.00228284765035 0.00228284754035
30.94 0.04 0.0091313906014 0.00456569508071
30.98 0.04 0.00228284765035 0.00228284754035
31.02 0.04 0.00228284765035 0.00228284754035
31.06 0.04 0.0091313906014 0.00456569508071
31.1 0.04 0.00228284765035 0.00228284754035
31.14 0.04 0.00684854248539 0.00395400792583
31.18 0.04 0.0045656953007 0.0032284339524
31.22 0.04 0.0 0.0
31.26 0.04 0.00228284765035 0.00228284754035
31.3 0.04 0.0045656953007 0.0032284339524
31.34 0.04 0.0 0.0
31.38 0.04 0.0045656953007 0.0032284339524
31.42 0.04 0.00684854248539 0.00395400792583
31.46 0.04 0.44058957696 0.0317143315908
31.5 0.04 0.00228284765035 0.00228284754035
31.54 0.04 0.00228284765035 0.00228284754035
31.58 0.04 0.0091313906014 0.00456569508071
31.62 0.04 0.0045656953007 0.0032284339524
31.66 0.04 0.0114142373204 0.0051046022825
31.7 0.04 0.00228284765035 0.00228284754035
31.74 0.04 0.0136970849708 0.00559181163444
31.78 0.04 0.0091313906014 0.00456569508071
31.82 0.04 0.00228284765035 0.00228284754035
31.86 0.04 0.0045656953007 0.0032284339524
31.9 0.04 0.0091313906014 0.00456569508071
31.94 0.04 0.0091313906014 0.00456569508071
31.98 0.04 0.0091313906014 0.00456569508071
32.02 0.04 0.00684854248539 0.00395400792583
32.06 0.04 0.0045656953007 0.0032284339524
32.1 0.04 0.0114142373204 0.0051046022825
32.14 0.04 0.0091313906014 0.00456569508071
32.18 0.04 0.0091313906014 0.00456569508071
32.22 0.04 0.0114142373204 0.0051046022825
32.26 0.04 0.0045656953007 0.0032284339524
32.3 0.04 0.00684854248539 0.00395400792583
32.34 0.04 0.00228284765035 0.00228284754035
32.38 0.04 0.00228284765035 0.00228284754035
32.42 0.04 0.0045656953007 0.0032284339524
32.46 0.04 0.0136970849708 0.00559181163444
32.5 0.04 0.00228284765035 0.00228284754035
32.54 0.04 0.0114142373204 0.0051046022825
32.58 0.04 0.00228284765035 0.00228284754035
32.62 0.04 0.0182627812028 0.0064568679048
32.66 0.04 0.0136970849708 0.00559181163444
32.7 0.04 0.0091313906014 0.00456569508071
32.74 0.04 0.0114142373204 0.0051046022825
32.78 0.04 0.0091313906014 0.00456569508071
32.82 0.04 0.0159799326211 0.00603984687285
32.86 0.04 0.0091313906014 0.00456569508071
32.9 0.04 0.0159799326211 0.00603984687285
32.94 0.04 0.0136970849708 0.00559181163444
32.98 0.04 0.0182627812028 0.0064568679048
33.02 0.04 0.0228284746408 0.00721899777843
33.06 0.04 0.0136970849708 0.00559181163444
33.1 0.04 0.0091313906014 0.00456569508071
33.14 0.04 0.0273941699415 0.00790801585166
33.18 0.04 0.0205456279218 0.00684854262106
33.22 0.04 0.0205456279218 0.00684854262106
33.26 0.04 0.0159799326211 0.00603984687285
33.3 0.04 0.00684854248539 0.00395400792583
33.34 0.04 0.0114142373204 0.0051046022825
33.38 0.04 0.0182627812028 0.0064568679048
33.42 0.04 0.0159799326211 0.00603984687285
33.46 0.04 0.0182627812028 0.0064568679048
33.5 0.04 0.0228284746408 0.00721899777843
33.54 0.04 0.0114142373204 0.0051046022825
33.58 0.04 0.0205456279218 0.00684854262106
33.62 0.04 0.0114142373204 0.0051046022825
33.66 0.04 0.0205456279218 0.00684854262106
33.7 0.04 0.0205456279218 0.00684854262106
33.74 0.04 0.0159799326211 0.00603984687285
33.78 0.04 0.0388084091246 0.00941242153606
33.82 0.04 0.0228284746408 0.00721899777843
33.86 0.04 0.0182627812028 0.0064568679048
33.9 0.04 0.0136970849708 0.00559181163444
33.94 0.04 0.0319598652422 0.00854163336225
33.98 0.04 0.0228284746408 0.00721899777843
34.02 0.04 0.0251113232225 0.00757134874494
34.06 0.04 0.0159799326211 0.00603984687285
34.1 0.04 0.0388084091246 0.00941242153606
34.14 0.04 0.0319598652422 0.00854163336225
34.18 0.04 0.0205456279218 0.00684854262106
34.22 0.04 0.0273941699415 0.00790801585166
34.26 0.04 0.0433741025627 0.00995070173192
34.3 0.04 0.0251113232225 0.00757134874494
34.34 0.04 0.0342427119613 0.00884143050572
34.38 0.04 0.0273941699415 0.00790801585166
34.42 0.04 0.0228284746408 0.00721899777843
34.46 0.04 0.0342427119613 0.00884143050572
34.5 0.04 0.0365255624056 0.00913139016142
34.54 0.04 0.0365255624056 0.00913139016142
34.58 0.04 0.0228284746408 0.00721899777843
34.62 0.04 0.0228284746408 0.00721899777843
34.66 0.04 0.0251113232225 0.00757134874494
34.7 0.04 0.0342427119613 0.00884143050572
34.74 0.04 0.0456569492817 0.010209204565
34.78 0.04 0.0365255624056 0.00913139016142
34.82 0.04 0.0388084091246 0.00941242153606
34.86 0.04 0.050222646445 0.0107075040806
34.9 0.04 0.0410912558436 0.0096853018572
34.94 0.04 0.0456569492817 0.010209204565
34.98 0.04 0.0410912558436 0.0096853018572
35.02 0.04 0.0388084091246 0.00941242153606
35.06 0.04 0.0433741025627 0.00995070173192
35.1 0.04 0.0456569492817 0.010209204565
35.14 0.04 0.0388084091246 0.00941242153606
35.18 0.04 0.0456569492817 0.010209204565
35.22 0.04 0.0616368837655 0.0118620237775
35.26 0.04 0.0639197304845 0.0120796937457
35.3 0.04 0.0547883398831 0.0111836232689
35.34 0.04 0.0639197304845 0.0120796937457
35.38 0.04 0.047939799726 0.0104613216537
35.42 0.04 0.050222646445 0.0107075040806
35.46 0.04 0.0547883398831 0.0111836232689
35.5 0.04 0.047939799726 0.0104613216537
35.54 0.04 0.0525054931641 0.010948152197
35.58 0.04 0.0525054931641 0.010948152197
35.62 0.04 0.0730511248112 0.0129137358096
35.66 0.04 0.079899661243 0.0135055081814
35.7 0.04 0.0730511248112 0.0129137358096
35.74 0.04 0.0662025809288 0.0122935102344
35.78 0.04 0.079899661243 0.0135055081814
35.82 0.04 0.102728135884 0.0153138068475
35.86 0.04 0.0730511248112 0.0129137358096
35.9 0.04 0.0981624424458 0.0149696324062
35.94 0.04 0.079899661243 0.0135055081814
35.98 0.04 0.0730511248112 0.0129137358096
36.02 0.04 0.0753339678049 0.0131139607081
36.06 0.04 0.0821825116873 0.0136970852421
36.1 0.04 0.0821825116873 0.0136970852421
36.14 0.04 0.11185953021 0.0159799327825
36.18 0.04 0.0913138985634 0.0144379955569
36.22 0.04 0.143819391727 0.0181195406186
36.26 0.04 0.143819391727 0.0181195406186
36.3 0.04 0.116425223649 0.0163027923227
36.34 0.04 0.11185953021 0.0159799327825
36.38 0.04 0.120990917087 0.0166193809543
36.42 0.04 0.155233636498 0.0188248430721
36.46 0.04 0.148385092616 0.0184049052704
36.5 0.04 0.118708074093 0.0164618477216
36.54 0.04 0.143819391727 0.0181195406186
36.58 0.04 0.157516479492 0.0189627558541
36.62 0.04 0.141536548734 0.0179751595079
36.66 0.04 0.136970847845 0.0176828610114
36.7 0.04 0.203173428774 0.0215363406231
36.74 0.04 0.187193498015 0.0206720636896
36.78 0.04 0.219153359532 0.0223672465377
36.82 0.04 0.20089058578 0.0214150081611
36.86 0.04 0.152950778604 0.0186859124422
36.9 0.04 0.214587673545 0.0221330280779
36.94 0.04 0.207739129663 0.021776977596
36.98 0.04 0.191759198904 0.0209226433074
37.02 0.04 0.255678921938 0.0241593874914
37.06 0.04 0.184910655022 0.0205456278632
37.1 0.04 0.216870516539 0.0222504454964
37.14 0.04 0.276224553585 0.0251113229439
37.18 0.04 0.20089058578 0.0214150081611
37.22 0.04 0.237416148186 0.0232805683097
37.26 0.04 0.260244607925 0.0243741418258
37.3 0.04 0.219153359532 0.0223672465377
37.34 0.04 0.276224553585 0.0251113229439
37.38 0.04 0.248830378056 0.0238336280344
37.42 0.04 0.276224553585 0.0251113229439
37.46 0.04 0.226001903415 0.0227140462348
37.5 0.04 0.287638783455 0.0256249000867
37.54 0.04 0.255678921938 0.0241593874914
37.58 0.04 0.315032958984 0.0268173865089
37.62 0.04 0.287638783455 0.0256249000867
37.66 0.04 0.257961779833 0.0242670022222
37.7 0.04 0.294487327337 0.0259281638982
37.74 0.04 0.280790239573 0.0253180039849
37.78 0.04 0.271658867598 0.0249029266193
37.82 0.04 0.305901557207 0.0264258708011
37.86 0.04 0.257961779833 0.0242670022222
37.9 0.04 0.294487327337 0.0259281638982
37.94 0.04 0.303618729115 0.0263270821532
37.98 0.04 0.315032958984 0.0268173865089
38.02 0.04 0.292204499245 0.0258274716192
38.06 0.04 0.335578590631 0.0276780554808
38.1 0.04 0.299053013325 0.0261283843534
38.14 0.04 0.344709992409 0.0280521002203
38.18 0.04 0.27850741148 0.0252148752304
38.22 0.04 0.321881502867 0.0271073126267
38.26 0.04 0.342427134514 0.0279590581722
38.3 0.04 0.378952682018 0.029412433088
38.34 0.04 0.305901557207 0.0264258708011
38.38 0.04 0.328730046749 0.0273941704843
38.42 0.04 0.319598644972 0.0270110163628
38.46 0.04 0.328730046749 0.0273941704843
38.5 0.04 0.303618729115 0.0263270821532
38.54 0.04 0.310467272997 0.0266223483821
38.58 0.04 0.299053013325 0.0261283843534
38.62 0.04 0.30133587122 0.0262279214161
38.66 0.04 0.294487327337 0.0259281638982
38.7 0.04 0.30133587122 0.0262279214161
38.74 0.04 0.383518397808 0.0295890859261
38.78 0.04 0.331012904644 0.0274891245661
38.82 0.04 0.308184415102 0.0265242915172
38.86 0.04 0.388084083796 0.0297646903516
38.9 0.04 0.344709992409 0.0280521002203
38.94 0.04 0.340144276619 0.0278657054636
38.98 0.04 0.317315816879 0.0269143755651
39.02 0.04 0.324164360762 0.0272032680157
39.06 0.04 0.324164360762 0.0272032680157
39.1 0.04 0.294487327337 0.0259281638982
39.14 0.04 0.381235539913 0.0295008917331
39.18 0.04 0.335578590631 0.0276780554808
39.22 0.04 0.376669853926 0.0293237075975
39.26 0.04 0.346992820501 0.0281448346888
39.3 0.04 0.326447188854 0.0272988861243
39.34 0.04 0.315032958984 0.0268173865089
39.38 0.04 0.358407050371 0.0286039976948
39.42 0.04 0.312750101089 0.0267200454018
39.46 0.04 0.317315816879 0.0269143755651
39.5 0.04 0.349275678396 0.0282372646082
39.54 0.04 23.2348213196 0.230307526711
39.58 0.04 0.358407050371 0.0286039976948
39.62 0.04 0.381235539913 0.0295008917331
39.66 0.04 0.367538452148 0.0289660880288
39.7 0.04 0.349275678396 0.0282372646082
39.74 0.04 0.367538452148 0.0289660880288
39.78 0.04 0.362972766161 0.0287856122031
39.82 0.04 0.369821310043 0.0290559055716
39.86 0.04 0.410912543535 0.030627613695
39.9 0.04 0.344709992409 0.0280521002203
39.94 0.04 0.392649769783 0.0299392648125
39.98 0.04 0.381235539913 0.0295008917331
40.02 0.04 0.362972766161 0.0287856122031
40.06 0.04 0.372104138136 0.0291454463249
40.1 0.04 0.947381734848 0.0465051400427
40.14 0.04 0.388084083796 0.0297646903516
40.18 0.04 41.0478820801 0.306114448532
40.22 0.04 0.353841364384 0.0284212226749
40.26 0.04 0.326447188854 0.0272988861243
40.3 0.04 0.410912543535 0.030627613695
40.34 0.04 0.415478259325 0.0307972970638
40.38 0.04 0.406346857548 0.030456984993
40.42 0.04 0.470266580582 0.032765026108
40.46 0.04 0.381235539913 0.0295008917331
40.5 0.04 0.465700894594 0.0326055846454
40.54 0.04 0.39036694169 0.0298521051958
40.58 0.04 0.392649769783 0.0299392648125
40.62 0.04 0.4246096313 0.0311338895419
40.66 0.04 0.436023890972 0.0315495807019
40.7 0.04 0.410912543535 0.030627613695
40.74 0.04 2.13217949867 0.0697670478206
40.78 0.04 0.40178117156 0.0302853949798
40.82 0.04 0.399498313665 0.0301992343643
40.86 0.04 0.42917534709 0.0313008284841
40.9 0.04 0.369821310043 0.0290559055716
40.94 0.04 0.415478259325 0.0307972970638
40.98 0.04 0.394932627678 0.0300261714243
41.02 0.04 0.399498313665 0.0301992343643
41.06 0.04 0.449720978737 0.032041292106
41.1 0.04 0.415478259325 0.0307972970638
41.14 0.04 0.410912543535 0.030627613695
41.18 0.04 0.381235539913 0.0295008917331
41.22 0.04 0.4246096313 0.0311338895419
41.26 0.04 0.410912543535 0.030627613695
41.3 0.04 0.442872434855 0.0317963869197
41.34 0.04 0.410912543535 0.030627613695
41.38 0.04 0.408629715443 0.0305424184988
41.42 0.04 0.326447188854 0.0272988861243
41.46 0.04 0.39036694169 0.0298521051958
41.5 0.04 0.40178117156 0.0302853949798
41.54 0.04 0.433741033077 0.0314668817898
41.58 0.04 0.376669853926 0.0293237075975
41.62 0.04 0.433741033077 0.0314668817898
41.66 0.04 0.404064029455 0.0303713111665
41.7 0.04 0.40178117156 0.0302853949798
41.74 0.04 0.333295732737 0.0275837517808
41.78 0.04 0.420043945312 0.0309660506397
41.82 0.04 0.449720978737 0.032041292106
41.86 0.04 0.56386333704 0.0358777653213
41.9 0.04 0.433741033077 0.0314668817898
41.94 0.04 0.415478259325 0.0307972970638
41.98 0.04 0.399498313665 0.0301992343643
42.02 0.04 0.362972766161 0.0287856122031
42.06 0.04 0.337861448526 0.0277720389617
42.1 0.04 0.365255594254 0.0288759911137
42.14 0.04 0.406346857548 0.030456984993
42.18 0.04 0.392649769783 0.0299392648125
42.22 0.04 0.351558506489 0.0283293929594
42.26 0.04 0.296770185232 0.0260284666476
42.3 0.04 453.060760498 1.0169900037
42.34 0.04 0.287638783455 0.0256249000867
42.38 0.04 0.351558506489 0.0283293929594
42.42 0.04 0.264810323715 0.0245870204687
42.46 0.04 0.342427134514 0.0279590581722
42.5 0.04 0.283073097467 0.0254207143619
42.54 0.04 0.276224553585 0.0251113229439
42.58 0.04 0.310467272997 0.0266223483821
42.62 0.04 0.312750101089 0.0267200454018
42.66 0.04 0.335578590631 0.0276780554808
42.7 0.04 0.294487327337 0.0259281638982
42.74 0.04 0.326447188854 0.0272988861243
42.78 0.04 0.210021972656 0.0218963043939
42.82 0.04 0.267093151808 0.0246927715824
42.86 0.04 0.237416148186 0.0232805683097
42.9 0.04 0.198607742786 0.0212929843293
42.94 0.04 0.246547535062 0.023724047555
42.98 0.04 821.68359375 1.36959057201
43.02 0.04 0.11185953021 0.0159799327825
43.06 0.04 0.0981624424458 0.0149696324062
43.1 0.04 0.0890310555696 0.0142563783202
43.14 0.04 0.105010986328 0.0154830253199
43.18 0.04 0.079899661243 0.0135055081814
43.22 0.04 0.0981624424458 0.0149696324062
43.26 0.04 0.146102249622 0.0182627803228
43.3 0.04 0.116425223649 0.0163027923227
43.34 0.04 0.102728135884 0.0153138068475
43.38 0.04 0.0821825116873 0.0136970852421
43.42 0.04 0.0935967490077 0.014617356416
43.46 0.04 0.0935967490077 0.014617356416
43.5 0.04 0.0684854239225 0.012503670932
43.54 0.04 0.109576679766 0.0158160317033
43.58 0.04 0.0844653621316 0.0138860194809
43.62 0.04 0.079899661243 0.0135055081814
43.66 0.04 0.107293836772 0.015650414242
43.7 0.04 0.116425223649 0.0163027923227
43.74 0.04 0.116425223649 0.0163027923227
43.78 0.04 0.11185953021 0.0159799327825
43.82 0.04 0.0844653621316 0.0138860194809
43.86 0.04 0.0844653621316 0.0138860194809
43.9 0.04 0.102728135884 0.0153138068475
43.94 0.04 0.118708074093 0.0164618477216
43.98 0.04 0.0821825116873 0.0136970852421
44.02 0.04 0.0890310555696 0.0142563783202
44.06 0.04 0.0821825116873 0.0136970852421
44.1 0.04 0.0981624424458 0.0149696324062
44.14 0.04 0.0913138985634 0.0144379955569
44.18 0.04 0.0821825116873 0.0136970852421
44.22 0.04 0.0753339678049 0.0131139607081
44.26 0.04 0.0867482051253 0.0140724173444
44.3 0.04 0.0890310555696 0.0142563783202
44.34 0.04 0.0867482051253 0.0140724173444
44.38 0.04 0.105010986328 0.0154830253199
44.42 0.04 0.10044529289 0.0151426974899
44.46 0.04 0.120990917087 0.0166193809543
44.5 0.04 0.102728135884 0.0153138068475
44.54 0.04 0.095879599452 0.014794542963
44.58 0.04 0.0913138985634 0.0144379955569
44.62 0.04 0.0935967490077 0.014617356416
44.66 0.04 0.0890310555696 0.0142563783202
44.7 0.04 0.079899661243 0.0135055081814
44.74 0.04 0.0913138985634 0.0144379955569
44.78 0.04 0.0753339678049 0.0131139607081
44.82 0.04 0.107293836772 0.015650414242
44.86 0.04 0.11185953021 0.0159799327825
44.9 0.04 0.105010986328 0.0154830253199
44.94 0.04 0.095879599452 0.014794542963
44.98 0.04 0.105010986328 0.0154830253199
45.02 0.04 0.105010986328 0.0154830253199
45.06 0.04 0.095879599452 0.014794542963
45.1 0.04 0.0730511248112 0.0129137358096
45.14 0.04 0.109576679766 0.0158160317033
45.18 0.04 0.0730511248112 0.0129137358096
45.22 0.04 0.10044529289 0.0151426974899
45.26 0.04 0.0753339678049 0.0131139607081
45.3 0.04 87.8987579346 0.44795030074
45.34 0.04 4.10912561417 0.096853018572
45.38 0.04 0.0730511248112 0.0129137358096
45.42 0.04 0.235133290291 0.0231683721467
45.46 0.04 8.08356285095 0.135843815584
45.5 0.04 0.0867482051253 0.0140724173444
45.54 0.04 0.0662025809288 0.0122935102344
45.58 0.04 0.0753339678049 0.0131139607081
45.62 0.04 0.0753339678049 0.0131139607081
45.66 0.04 0.0662025809288 0.0122935102344
45.7 0.04 0.109576679766 0.0158160317033
45.74 0.04 0.0935967490077 0.014617356416
45.78 0.04 0.223719060421 0.0225990376668
45.82 0.04 0.0867482051253 0.0140724173444
45.86 0.04 0.0753339678049 0.0131139607081
45.9 0.04 0.107293836772 0.015650414242
45.94 0.04 0.0867482051253 0.0140724173444
45.98 0.04 0.0913138985634 0.0144379955569
46.02 0.04 0.0890310555696 0.0142563783202
46.06 0.04 0.0730511248112 0.0129137358096
46.1 0.04 0.050222646445 0.0107075040806
46.14 0.04 0.0890310555696 0.0142563783202
46.18 0.04 0.0867482051253 0.0140724173444
46.22 0.04 0.0730511248112 0.0129137358096
46.26 0.04 0.079899661243 0.0135055081814
46.3 0.04 0.0867482051253 0.0140724173444
46.34 0.04 0.0890310555696 0.0142563783202
46.38 0.04 0.0593540370464 0.0116402841548
46.42 0.04 0.0776168182492 0.0133111741911
46.46 0.04 0.0867482051253 0.0140724173444
46.5 0.04 0.079899661243 0.0135055081814
46.54 0.04 0.0707682743669 0.012710357181
46.58 0.04 1.0409784317 0.0487482836517
46.62 0.04 1.85595500469 0.0650911854371
46.66 0.04 0.0776168182492 0.0133111741911
46.7 0.04 0.102728135884 0.0153138068475
46.74 0.04 0.102728135884 0.0153138068475
46.78 0.04 0.0707682743669 0.012710357181
46.82 0.04 0.0753339678049 0.0131139607081
46.86 0.04 0.648328721523 0.0384712305687
46.9 0.04 0.079899661243 0.0135055081814
46.94 0.04 0.10044529289 0.0151426974899
46.98 0.04 0.0844653621316 0.0138860194809
47.02 0.04 0.0753339678049 0.0131139607081
47.06 0.04 0.0570711903274 0.0114142377018
47.1 0.04 0.0890310555696 0.0142563783202
47.14 0.04 0.0707682743669 0.012710357181
47.18 0.04 0.109576679766 0.0158160317033
47.22 0.04 0.0776168182492 0.0133111741911
47.26 0.04 0.0913138985634 0.0144379955569
47.3 0.04 0.0684854239225 0.012503670932
47.34 0.04 0.107293836772 0.015650414242
47.38 0.04 0.0570711903274 0.0114142377018
47.42 0.04 0.0935967490077 0.014617356416
47.46 0.04 0.095879599452 0.014794542963
47.5 0.04 0.0821825116873 0.0136970852421
47.54 0.04 0.0844653621316 0.0138860194809
47.58 0.04 0.0913138985634 0.0144379955569
47.62 0.04 0.0821825116873 0.0136970852421
47.66 0.04 0.0844653621316 0.0138860194809
47.7 0.04 0.0707682743669 0.012710357181
47.74 0.04 0.0844653621316 0.0138860194809
47.78 0.04 0.0684854239225 0.012503670932
47.82 0.04 0.0890310555696 0.0142563783202
47.86 0.04 0.107293836772 0.015650414242
47.9 0.04 0.102728135884 0.0153138068475
47.94 0.04 0.105010986328 0.0154830253199
47.98 0.04 0.0935967490077 0.014617356416
48.02 0.04 0.0844653621316 0.0138860194809
48.06 0.04 0.0981624424458 0.0149696324062
48.1 0.04 0.0913138985634 0.0144379955569
48.14 0.04 0.079899661243 0.0135055081814
48.18 0.04 0.095879599452 0.014794542963
48.22 0.04 0.0890310555696 0.0142563783202
48.26 0.04 0.079899661243 0.0135055081814
48.3 0.04 0.079899661243 0.0135055081814
48.34 0.04 0.0662025809288 0.0122935102344
48.38 0.04 0.0913138985634 0.0144379955569
48.42 0.04 0.079899661243 0.0135055081814
48.46 0.04 0.0821825116873 0.0136970852421
48.5 0.04 0.0730511248112 0.0129137358096
48.54 0.04 0.732794046402 0.0409005760166
48.58 0.04 0.079899661243 0.0135055081814
48.62 0.04 0.0570711903274 0.0114142377018
48.66 0.04 241.680496216 0.742778394101
48.7 0.04 1.20534348488 0.0524558428323
48.74 0.04 0.0319598652422 0.00854163336225
48.78 0.04 0.0410912558436 0.0096853018572
48.82 0.04 0.0342427119613 0.00884143050572
48.86 0.04 0.0525054931641 0.010948152197
48.9 0.04 0.0456569492817 0.010209204565
48.94 0.04 0.0296770185232 0.00823092386082
48.98 0.04 0.0342427119613 0.00884143050572
49.02 0.04 0.047939799726 0.0104613216537
49.06 0.04 2.4723238945 0.0751261505907
49.1 0.04 0.047939799726 0.0104613216537
49.14 0.04 0.0639197304845 0.0120796937457
49.18 0.04 0.0410912558436 0.0096853018572
49.22 0.04 0.0388084091246 0.00941242153606
49.26 0.04 0.0296770185232 0.00823092386082
49.3 0.04 0.0319598652422 0.00854163336225
49.34 0.04 0.0296770185232 0.00823092386082
49.38 0.04 0.0365255624056 0.00913139016142
49.42 0.04 0.0319598652422 0.00854163336225
49.46 0.04 0.047939799726 0.0104613216537
49.5 0.04 0.047939799726 0.0104613216537
49.54 0.04 0.0456569492817 0.010209204565
49.58 0.04 0.0456569492817 0.010209204565
49.62 0.04 0.0639197304845 0.0120796937457
49.66 0.04 0.0365255624056 0.00913139016142
49.7 0.04 0.0433741025627 0.00995070173192
49.74 0.04 0.0365255624056 0.00913139016142
49.78 0.04 0.0456569492817 0.010209204565
49.82 0.04 0.0410912558436 0.0096853018572
49.86 0.04 0.047939799726 0.0104613216537
49.9 0.04 0.047939799726 0.0104613216537
49.94 0.04 0.0296770185232 0.00823092386082
49.98 0.04 50.2317771912 0.338631790012
50.02 0.04 0.0205456279218 0.00684854262106
50.06 0.04 0.0205456279218 0.00684854262106
50.1 0.04 19.7192363739 0.212169771187
50.14 0.04 0.0342427119613 0.00884143050572
50.18 0.04 0.0365255624056 0.00913139016142
50.22 0.04 0.0228284746408 0.00721899777843
50.26 0.04 0.0410912558436 0.0096853018572
50.3 0.04 0.0273941699415 0.00790801585166
50.34 0.04 0.0342427119613 0.00884143050572
50.38 0.04 0.0273941699415 0.00790801585166
50.42 0.04 0.0319598652422 0.00854163336225
50.46 0.04 0.0342427119613 0.00884143050572
50.5 0.04 0.0388084091246 0.00941242153606
50.54 0.04 0.0273941699415 0.00790801585166
50.58 0.04 0.0273941699415 0.00790801585166
50.62 0.04 0.0296770185232 0.00823092386082
50.66 0.04 0.0296770185232 0.00823092386082
50.7 0.04 0.0433741025627 0.00995070173192
50.74 0.04 0.0296770185232 0.00823092386082
50.78 0.04 0.0228284746408 0.00721899777843
50.82 0.04 0.0273941699415 0.00790801585166
50.86 0.04 0.0273941699415 0.00790801585166
50.9 0.04 0.0342427119613 0.00884143050572
50.94 0.04 0.0365255624056 0.00913139016142
50.98 0.04 0.0319598652422 0.00854163336225
51.02 0.04 0.0296770185232 0.00823092386082
51.06 0.04 0.0182627812028 0.0064568679048
51.1 0.04 0.0296770185232 0.00823092386082
51.14 0.04 0.0251113232225 0.00757134874494
51.18 0.04 0.0273941699415 0.00790801585166
51.22 0.04 0.0273941699415 0.00790801585166
51.26 0.04 0.0182627812028 0.0064568679048
51.3 0.04 0.0136970849708 0.00559181163444
51.34 0.04 0.0273941699415 0.00790801585166
51.38 0.04 0.0205456279218 0.00684854262106
51.42 0.04 0.0388084091246 0.00941242153606
51.46 0.04 0.0319598652422 0.00854163336225
51.5 0.04 0.0228284746408 0.00721899777843
51.54 0.04 0.0296770185232 0.00823092386082
